id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
9099,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Sports,ADIDAS Men Cfc H Sho Blue Shorts
54800,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Peter England Men Blue Jeans
12433,Men,Accessories,Socks,Socks,Grey,Fall,2011.0,Casual,Timberland Men Casual Grey Socks
55317,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017.0,Casual,Revlon Touch & Glow Advanced Fairness Cream
16898,Men,Accessories,Eyewear,Sunglasses,Blue,Winter,2016.0,Casual,Police Men Casual Blue Sunglasses
49505,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Vans Men Brown Casual Shoes
5544,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Sports,Nike Men's Trainning Orange T-shirt
48501,Women,Apparel,Topwear,Tops,Off White,Summer,2012.0,Casual,French Connection Women Off White Top
51701,Unisex,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,Van Heusen Unisex Purple Sunglasses
3896,Girls,Apparel,Bottomwear,Skirts,Blue,Summer,2011.0,Casual,Disney Kids Girl's Denim Minnie Dark Blue Skirt
10448,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Flying Machine Men Grey Polo Tshirts
21281,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Allen Solly Women Sunglasses AS166-C3
59216,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Men White Watch
51725,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Allen Solly Men Black Sunglass
54680,Women,Apparel,Topwear,Kurtas,Peach,Fall,2012.0,Ethnic,Shree Women Peach Kurta
37540,Boys,Accessories,Gloves,Gloves,Yellow,Summer,2012.0,Casual,Madagascar 3 Infant Boys Yellow Mittens
57209,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2012.0,Casual,Kraus Jeans Women Blue Jeans
47574,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Portia Women White Wedges
26464,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Sports,Puma Men Black Track Pants
27092,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Aneri Women Monika Brown Kurta
17172,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Blue Shirt
11897,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Franco Leone Men Formal Brown Formal Shoes
51628,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fossil Women White Dial Chronograph Watch ES2997
7602,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Nike Women's Dow Dark Grey Shoe
39488,Unisex,Accessories,Bags,Backpacks,Grey,Spring,2015.0,Casual,Wildcraft Unisex Grey & Black Backpack
45032,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Maxima Attivo Men Silver Dial Watch
8775,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Indigo Nation Men Bwd Plaids Green Shirts
38949,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Gini and Jony Girls Printed Pink Top
1610,Women,Apparel,Topwear,Jackets,Navy Blue,Summer,2011.0,Casual,Reebok Navy Jacket
11922,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Franco Leone Men Formal Black Formal Shoes
48033,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Nautica Men Black Dial Chronograph Watch
18567,Men,Footwear,Shoes,Sports Shoes,Yellow,Fall,2011.0,Sports,Puma Men Faas 300 Yellow Sports Shoes
2669,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Khaki Leatherette Hand Bag
32412,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black Polo T-shirt
32729,Unisex,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Fila Unisex Skeletoes Trifit Black & Blue Shoes
55068,Women,Personal Care,Lips,Lip Gloss,Brown,Spring,2017.0,Casual,Lakme Vanilla Lip Gloss 15
7315,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Ethnic,UCB Women Sleeveless Cowl Neck White Top
24701,Men,Footwear,Shoes,Casual Shoes,Yellow,Fall,2010.0,Casual,Puma Men Future Cat Yellow Casual Shoes
46367,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Locomotive Men Blue and Grey Check Shirt
5603,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Nike Men's Chroma Thong White Red Flip Flop
18275,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Aneri Women Preet Blue Kurta
47888,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Murcia Women Pink Handbag
47286,Women,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Baggit Women Black Horris Excel Wallet
55519,Unisex,Personal Care,Hair,Hair Colour,Black,Spring,2017.0,Casual,Revlon Unisex Top Speed Brownish Black Hair Colour 68
48187,Women,Accessories,Bags,Handbags,Multi,Winter,2016.0,Casual,Fossil Women Multi Coloured Handbag
17926,Women,Apparel,Bottomwear,Capris,Grey,Fall,2011.0,Casual,Nike Women Casual Grey Capri
13339,Women,Apparel,Bottomwear,Skirts,Black,Fall,2011.0,Casual,Gini and Jony Kids Girls Solid Black Skirts
5160,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Inkfruit Men's Insignia Navy T-shirt
23255,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Arrow Men Formal Black Shoes
57078,Women,Apparel,Dress,Jumpsuit,Black,Summer,2012.0,Casual,Elle Women Black Jumpsuit
14542,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,Vishudh Women Embroidary Pink Kurtas
29505,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Giordano Women White Dial Watch
16533,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Locomotive Men Check Purple Shirt
37099,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Wills Lifetsyle Men Green Polo T-shirt
12328,Men,Apparel,Topwear,Shirts,Blue,Winter,2011.0,Formal,Genesis Blue Formal Shirt
30779,Men,Apparel,Topwear,Kurtas,Rust,Summer,2012.0,Ethnic,Fabindia Men Rust Khadi Kurta
24331,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Sports,ADIDAS Women Grey Track Pants
8821,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Ranger Front Graphic White Shirts
6652,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Nike Men's Air 180 Black Grey Shoe
22724,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,Nike Men Zoom Hyperdunk Blue Sports Shoes
43656,Women,Apparel,Bottomwear,Shorts,Orange,Summer,2012.0,Casual,ONLY Women Orange Shorts
10880,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men All The Way Photo Print Navy Blue T-Shirts
41912,Women,Footwear,Flip Flops,Flip Flops,Pink,Winter,2012.0,Casual,iPanema Women Pink Flip Flops
35262,Women,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,Lee Women Arona Grey Striped Shirt
23757,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Oakley Men Translucent Grey Frame Driving Goggles
31305,Women,Apparel,Topwear,Kurtas,Lavender,Summer,2012.0,Ethnic,W Women Lavender Printed Kurta
12405,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Formal,Reid & Taylor Men Stripes  Navy Blue Socks
24668,Unisex,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2010.0,Casual,Converse Unisex Neon Print Navy Blue Casual Shoes
17797,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Chhota Bheem Kids Boy Laddoo Feast Turquoise Tshirt
14045,Men,Apparel,Topwear,Shirts,Red,Winter,2016.0,Casual,Flying Machine Men Check Red Shirts
47174,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Ganuchi Men Black Sandals
44052,Men,Personal Care,Fragrance,Perfume and Body Mist,Silver,Spring,2017.0,Casual,Boss Men Collector's Edition Perfume
35884,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Jungle Book Boys Little help Blue T-shirt
48882,Women,Accessories,Jewellery,Pendant,Silver,Fall,2012.0,Casual,Lucera Women Silver Pendant with Chain
44338,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Indian Terrain Men Blue T-shirt
34856,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Men Classic Slip-On Black Shoes
56444,Women,Personal Care,Nails,Nail Polish,Red,Spring,2017.0,Casual,Streetwear Shine Divine Cherry Divine Nail Enamel 16
11602,Women,Apparel,Topwear,Kurtas,Grey,Summer,2011.0,Ethnic,W Women Solid Grey Kurtas
3537,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Women's Bloody Cool Black T-shirt
4480,Unisex,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Puma Unisex Ikonis Black Silver Shoe
12533,Women,Apparel,Topwear,Jackets,Purple,Fall,2011.0,Casual,Puma Women Solid Purple Jackets
46451,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Timex Men Silver Toned Dial Watch
17086,Women,Accessories,Wallets,Wallets,Orange,Winter,2015.0,Casual,Lino Perros Women Blue Zip Orange Wallet
2922,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Casual,DUSG Men's Sunderbans Organic Natural T-shirt
6907,Women,Apparel,Topwear,Tshirts,Cream,Summer,2011.0,Casual,Tantra Women's Re-incarnation Cream T-shirt
28278,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Unisex Black Sunglasses
12713,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Nike Women Air Dictate Black Sports Shoes
10295,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2016.0,Casual,Clarks Men Brown Leather Casual Shoes
45892,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Maxima Men Silver Dial Watch
21151,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,S.Oliver Men Blue Sweater
24820,Men,Footwear,Shoes,Casual Shoes,Khaki,Winter,2012.0,Casual,Carlton London Men Khaki Shoes
11828,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2013.0,Casual,Playboy Men Casual Red Casual Shoes
48617,Women,Accessories,Jewellery,Earrings,Silver,Summer,2012.0,Casual,Lucera Women Silver Earrings
33582,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Wrangler Men True Rider White T-shirt
7866,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2011.0,Formal,Provogue Men's Formal Brown Shoe
6248,Women,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Lee Women's Clara Saffron T-shirt
11387,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Light Winter Blue Shirts
38502,Girls,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Navy Blue Shorts
38236,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Polaroid Unisex Sunglasses
47304,Women,Accessories,Bags,Clutches,Green,Summer,2012.0,Casual,Baggit Women Green purse
33400,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Casual,Baggit Women Black Fingers Crush Clutch
20394,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Baggit Women Grand Hoor Red Handbag
7626,Men,Accessories,Belts,Belts,Brown,Summer,2011.0,Casual,Wrangler Men Brown Leather Belt
16387,Men,Apparel,Topwear,Shirts,Orange,Fall,2011.0,Formal,Peter England Men Stripes Orange Shirt
42833,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,French Connection Women Black Croc Handbag
23564,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017.0,Casual,Hugo Boss Women Femme Deo
22604,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Nike Men Black Shorts
55057,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017.0,Casual,Lakme Enrich Satins Lipstick 129
16194,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Puma Men Stripped SL Grey Sweater
44127,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,2017.0,Casual,Boss Men In Motion Deo
44445,Unisex,Footwear,Flip Flops,Flip Flops,Red,Summer,2013.0,Casual,Gliders Unisex Red Spiner Flip Flops
20976,Women,Accessories,Belts,Belts,Black,Winter,2016.0,Casual,Fastrack Women Leatherette Black Belt
2708,Girls,Apparel,Dress,Dresses,White,Summer,2011.0,Casual,Disney Kids Girl's White Dress Pooh Kidswear
56336,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Watch
55222,Women,Personal Care,Lips,Lip Liner,Brown,Spring,2017.0,Casual,Lakme Perfect Defination Walnut Lipliner 02
31895,Women,Accessories,Stoles,Stoles,Magenta,Summer,2012.0,Ethnic,Fabindia Women Magenta Noil Silk & Wool Stole
10387,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Indication  178 Black Watches
17957,Men,Accessories,Headwear,Caps,Navy Blue,Summer,2012.0,Sports,Nike Men Cricket Navy Blue Cap
12165,Women,Apparel,Topwear,Dupatta,Navy Blue,Fall,2011.0,Ethnic,Aurelia Women Voile Navy Blue Dupatta
20062,Women,Accessories,Headwear,Caps,Purple,Fall,2011.0,Casual,United Colors of Benetton Women Solid Purple Cap
26826,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Casual,Highlander Men Black Trousers
48232,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Women Black Sunglasses
55648,Women,Footwear,Shoes,Flats,Blue,Winter,2015.0,Casual,Catwalk Women Blue Flats
58133,Women,Accessories,Jewellery,Earrings,Gold,Fall,2012.0,Casual,Rreverie Golden Earrings
39020,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO ENTICER Men Black Dial Analogue Watch A628 
9417,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,John Miller Men Black & Grey Striped Shirt
56849,Men,Apparel,Bottomwear,Jeans,Navy Blue,Fall,2012.0,Casual,John Players Men Navy Regular Fit Jeans
25787,Men,Apparel,Topwear,Suspenders,Red,Summer,2012.0,Formal,Arrow Men Red Suspenders
5049,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Fila Men's Passion White Green Shoe
9122,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Yacht L Black Casual Shoes
55086,Women,Personal Care,Skin Care,Eye Cream,Cream,Spring,2017.0,Casual,Ponds Flawless White Under Eye Cream
25033,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,2011.0,Sports,Nike Men Grey Track Pant
19969,Men,Accessories,Headwear,Caps,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Solid Blue Cap
11336,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Washed Blue Jeans
8716,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Purple Polo Tshirts
7690,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Sports,Puma Men's Polo Purple T-shirt
56055,Women,Personal Care,Lips,Lip Gloss,Brown,Spring,2017.0,Casual,Colorbar Extra Durable Sassy Lip Color 017
3281,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Guerrilla Men's Ace Of Spades White T-shirt
11371,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,United Colors Of Benetton Men Summer Black Shirts
12367,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Reid & Taylor Men White Shirt
53367,Unisex,Accessories,Bags,Backpacks,Pink,Summer,2012.0,Casual,Puma Unisex Pink Backpack
49784,Women,Apparel,Loungewear and Nightwear,Night suits,White,Summer,2012.0,Casual,Little Miss Intimates White Printed Pyjama Set
50328,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Aurelia Women Green Kurta
57824,Women,Apparel,Bottomwear,Trousers,Green,Fall,2012.0,Casual,United Colors of Benetton Green Trouser
16029,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Highlander Men Check Blue Shirt
16847,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Idee Men Funky Eyewear Brown Sunglasses
18698,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Hanes Men Grey Ultimate Duo Dry Cotton Stretch Bikini Briefs
5152,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Wrangler Women Braided Shoulder Mauve T-shirt
19924,Women,Apparel,Topwear,Tops,Brown,Summer,2012.0,Casual,Wrangler Women Printed Brown Top
10883,Men,Apparel,Topwear,Tshirts,Beige,Fall,2011.0,Casual,Wrangler Men American Photo Print Beige T-shirt
3320,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,KKR Mens Take Down Jersey
48443,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White Printed T-shirt
33116,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Stilettos
26559,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Lee Cooper Men Black Shoes
19306,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Dart VII Leather Black Sports Shoe
18530,Girls,Accessories,Watches,Watches,Orange,Winter,2016.0,Casual,Chhota Bheem Chutki Kids-Girls Orange Digital Watch
25114,Women,Accessories,Bags,Clutches,Black,Winter,2015.0,Casual,Lino Perros Women Gems Black Clutch
37411,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Murcia Women Basket Thatch Brown Handbag
45043,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Black Dial Attivo Watch
15546,Women,Footwear,Shoes,Heels,Bronze,Winter,2015.0,Casual,Catwalk Women Casual Bronze Heels
23581,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017.0,Casual,Nike Fragrances Women Original Deo
51693,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Van Heusen Unisex Brown Sunglasses
2847,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Mr.Men Men's Is There More Love Purple T-shirt
2544,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2011.0,Casual,Numero Uno Men's Casual Blue Flip Flop
59577,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,2012.0,Casual,Revv Men Steel and Brown Cufflinks
9819,Women,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Little Miss Women Printed Orange T-shirt
39139,Women,Apparel,Apparel Set,Kurta Sets,White,Summer,2012.0,Ethnic,Aneri Women White & Black Printed Salwar Suit
28297,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men Black Sunglasses
5407,Women,Footwear,Shoes,Sports Shoes,Beige,,2011.0,Sports,Quechua Forclaz 500 L Beige Cn
10622,Women,Footwear,Flip Flops,Flip Flops,Green,Fall,2011.0,Casual,Carlton London Women Casual Green Slippers
18957,Women,Apparel,Topwear,Jackets,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Knitted Jacket
28371,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,2016.0,Casual,Idee Men Copper Sunglasses
11684,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Lee Men Striped Shirt
53228,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,2012.0,Formal,Mark Taylor Men Charcoal Grey Trousers
36333,Men,Accessories,Socks,Socks,White,Summer,2016.0,Casual,Playboy Men White & Red Socks
30544,Unisex,Accessories,Socks,Socks,Black,Summer,2012.0,Sports,Nike Unisex Pack of 3 Socks
14324,Women,Apparel,Topwear,Sweaters,Pink,Fall,2011.0,Casual,ADIDAS Women Stripes Pink Sweaters
55213,Women,Personal Care,Lips,Lipstick,Purple,Spring,2017.0,Casual,Lakme Nine to Five Day Perfect Strawberry Margarita Lip Color
36767,Men,Accessories,Watches,Watches,Green,Winter,2016.0,Casual,Maxima Men Green Dial Watch
55074,Women,Personal Care,Makeup,Kajal and Eyeliner,Sea Green,Spring,2017.0,Casual,Lakme Glide On Aqua Green Eye Color
58478,Men,Accessories,Wallets,Wallets,Brown,Winter,2016.0,Casual,Fossil Men Brown Wallet
14656,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Probase Men Funky Print White Tshirts
15726,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Nike Men Air Max+ 2011 Grey Sports Shoes
33726,Women,Accessories,Belts,Belts,Grey,Summer,2012.0,Casual,Pieces Women Grey Belt
31488,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,Black Coffee Men Striped Black Trousers
27288,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Mother Earth Women Maroon Kurta
52945,Women,Apparel,Saree,Sarees,Black,Fall,2012.0,Ethnic,FNF Printed Black Sari
44278,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Murcia Women Black Handpainted Print Handbag
32741,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013.0,Casual,Fila Men Calve Brown Casual Shoes
44447,Men,Footwear,Sandal,Sandals,Black,Summer,2013.0,Casual,Gliders Men Black Fighter Sandals
56065,Women,Personal Care,Lips,Lip Gloss,Maroon,Spring,2017.0,Casual,Colorbar Extra Durable Sauve Lip Color 001
30930,Women,Apparel,Topwear,Tops,Beige,Summer,2012.0,Ethnic,Fabindia Women Printed Beige & Blue Top
55257,Women,Personal Care,Makeup,Kajal and Eyeliner,Grey,Spring,2017.0,Casual,Lakme Absolute Forever Silk Grey Matter Eyeliner
44815,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Women Blue Jeans
16512,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans
58694,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,ALayna Women Green Kurta
2218,Men,Footwear,Sandal,Sandals,Black,Fall,2010.0,Casual,Puma Men F1 Black Sandal
37652,Women,Accessories,Wallets,Wallets,Blue,Summer,2012.0,Casual,Wills Lifestyle Women Blue & Brown Wallet
58928,Women,Accessories,Bags,Handbags,Olive,Summer,2010.0,Casual,Ivory Tag Olive Dip Sling Bag
8253,Women,Accessories,Bags,Handbags,Black,Winter,2016.0,Casual,Fastrack Black Printed Tote Bag
46314,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch FS4487
51847,Women,Apparel,Innerwear,Bra,Grey,Summer,2016.0,Casual,Bwitch Grey  Bra
25478,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Lunarfly +3 Black Sports Shoes
15141,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Arrow Sport Men Check Blue Slim Fit Shirt
6103,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,UCB Men's Benetton Football Blue T-shirt
52957,Women,Apparel,Saree,Sarees,Pink,Fall,2012.0,Ethnic,FNF Pink Printed Sari
55382,Women,Personal Care,Nails,Nail Polish,Silver,Spring,2017.0,Casual,Revlon Silver Shower Nail Polish 317
14503,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,Flying Machine Men Casual Blue Casual Shoes
47347,Women,Accessories,Bags,Handbags,Teal,Fall,2012.0,Casual,Baggit Women Teal Bag
40985,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys United White T-shirt
29168,Women,Apparel,Topwear,Tshirts,Peach,Summer,2012.0,Casual,United Colors of Benetton Women Peach T-shirt
8788,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men Price catch Red White Shirts
33183,Women,Apparel,Topwear,Tunics,Blue,Summer,2012.0,Casual,Sepia Women Blue Tunic
8188,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Locomotive Men Solid Poplin Laidley Purple Shirts
31322,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aurelia Women Printed Blue Kurta
53026,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari
29496,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Giordano Women White Chronograph Watch
50439,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Chromozome Men Grey Briefs
24832,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015.0,Casual,Wildcraft Unisex Blue & Black Backpack
15397,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Fila Men Zoom Black Casual Shoes
46086,Women,Footwear,Shoes,Sports Shoes,Lavender,Summer,2012.0,Sports,ADIDAS Women Lavender Hagkok Sports Shoes
11138,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Black Watch
51801,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Summer,2016.0,Casual,Bwitch Women Pink Nightdress
11388,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,United Colors of Benetton Men Light WinterMaroon Maroon Tshirts
50403,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Miss Sixty Silver Watch
17479,Women,Apparel,Innerwear,Bra,Skin,Fall,2011.0,Casual,Beyouty Women Sofia BR 15  Skin Bra
45093,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Bwitch White Spirit Bra
11628,Women,Apparel,Topwear,Kurtas,Purple,Summer,2011.0,Ethnic,W Women Printed Purple Kurtas
56972,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,HM Women Black Heels
39544,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2012.0,Casual,Numero Uno Men Navy Blue Flip Flops
18625,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Puma Men Heritage Polo Ribbon Red Tshirt
49310,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Casual,Arrow Men Pack of 5 Socks
4293,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Tantra Men's Blessed Cream T-shirt
20930,Women,Accessories,Bags,Handbags,Red,Winter,2016.0,Casual,Fastrack Women Red Sling Bag
49518,Women,Accessories,Bags,Handbags,Gold,Summer,2012.0,Casual,Rocia Women Golden Handbag
57898,Women,Apparel,Topwear,Tops,Orange,Fall,2012.0,Casual,Femella Women Multi Coloured Top
33024,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Mother Earth Women White Kurta
12936,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Slim Fit Checked Shirt
27184,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,Mark Taylor Men Striped Black Trousers
24547,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Ethnic,Mother Earth Women Blue Top
